author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
YouTube,60000000,144,4,Likely to fizzle,144,1492,198,1888.0,1.385,You're entering a different kind of animal hospital. https://t.co/Y0r0QhRJEl https://t.co/LfR2WpPQBS
selenagomez,45000000,141,28,Limited spread,337,288,723,1734.0,0.095,@LuvCelebrity that means a lot to me. Thank you.
KimKardashian,48000000,142,5,Likely to fizzle,159,2674,830,4334.0,0.57,Best New Apps!!! So excited! Download it now!!! Thank you@AppStore http://t.co/tYQovNP3ww
jtimberlake,41000000,140,4,Likely to fizzle,140,1813,2342,6497.0,2.399,Happy 4th of July. This is the independence we fought for. God Bless America! http://t.co/zdDjPUaRuZ
YouTube,60000000,144,4,Likely to fizzle,144,630,53,736.0,0.539,Especially if they snore. https://t.co/eNbNpxIVdI https://t.co/TgJh0gvOEj
BarackObama,78000000,147,19,Likely to fizzle,254,2137,1564,5265.0,1.494,"Progress: The unemployment rate just fell to 5.9%, the lowest rate since July 2008. #ActOnJobs"
BarackObama,78000000,147,19,Likely to fizzle,266,1641,1273,4187.0,1.188,"""After all that we've had to overcome, our Congress should stop standing in the way of our country's success."" —Presiden"
britneyspears,36000000,138,26,Limited spread,317,2639,4771,12181.0,3.191,Woke up today and saw that a low quality version of Work Bitch had leaked :(
katyperry,95000000,149,5,Likely to fizzle,155,16154,5217,26588.0,1.855,"The combo of PRAYER &amp; ACTION is powerful...Here's some ways we can help in addition to our prayers: 
https://t.co/P"
rihanna,59000000,144,4,Likely to fizzle,144,665,833,2331.0,0.364,#ratedrera http://t.co/gUWP2SAZ5x
KimKardashian,48000000,142,15,Likely to fizzle,223,4762,770,6302.0,0.828,NEW YEARS RESOLUTIONS https://t.co/A02mVD067O https://t.co/7zumq6T06S
Cristiano,52000000,142,33,Limited spread,400,658,429,1516.0,0.334,@YearOnTwitter Thank you guys!
BarackObama,78000000,147,4,Likely to fizzle,147,1103,440,1983.0,0.562,"LIVE: President Obama is speaking in Louisville, Kentucky, about the economy. http://t.co/P1uPeIHzQK"
jimmyfallon,42000000,140,11,Likely to fizzle,198,946,300,1546.0,0.693,"Tonight: Arnold @Schwarzenegger, @CarsonDaly &amp; music from @vampireweekend. #FallonTonight"
Cristiano,52000000,142,7,Likely to fizzle,174,43,101,245.0,0.054,"Lisbon, Porto, douro river, Coimbra, Alentejo, Azores, Algarve. Also Madeira island @victoriamfailla trip 2 Portugal (na"
selenagomez,45000000,141,4,Likely to fizzle,141,8379,5804,19987.0,1.096,gagosian art opening for Harmony!! One of the most influential. So proud http://t.co/Zv78iRZydn
shakira,42000000,140,4,Likely to fizzle,140,770,436,1642.0,0.68,¿Se perdieron la espectacular interpretación de Empire que hizo Shak en los @OfficialBBMAs? El video está aquí http://t.
ddlovato,41000000,140,59,Has legs,764,25690,10020,45730.0,1.405,Holy shit banana tic tacs?!!? So good
TheEllenShow,65000000,145,4,Likely to fizzle,145,2579,359,3297.0,0.567,Here’s your scorecard for the #Oscars. You’re welcome. https://t.co/9TJmDNXe53 https://t.co/oCVDqldzp0
ladygaga,64000000,145,5,Likely to fizzle,166,20293,8547,37387.0,3.258,#HappyInternationalWomensDay Women are wise. They teach us that caring for others can be even more important than caring
selenagomez,45000000,141,64,Has legs,852,196,578,1352.0,0.074,Tulsa! You were incredible! Thank you so much for everything. I love you!!
cnnbrk,25000000,134,3,Likely to fizzle,134,1268,616,2500.0,1.813,Hillary and Bill Clinton to attend Trump inauguration. https://t.co/LcWSWGpSro https://t.co/cqM7ihdWvt
justinbieber,91000000,148,20,Likely to fizzle,273,46976,25576,98128.0,0.692,@ToriKelly you have a special gift. God bless
KimKardashian,48000000,142,4,Likely to fizzle,142,35683,10180,56043.0,7.373,Bc she has a passion 4 fashion &amp;we've given her the tools 2 explore that? Spending time w dad @work isn't bad either
taylorswift13,83000000,147,35,Limited spread,439,2718,4086,10890.0,0.347,Hung out at @NRJhitmusiconly with @cauetofficiel today- so much fun! Merci!! 🇫🇷👍😄
shakira,42000000,140,4,Likely to fizzle,140,12945,2467,17879.0,7.431,Happy 15th birthday Laundry Service! / Feliz cumple Laundry Service que hoy celebra 15 años! ShakHQ https://t.co/Zqpy0SP
rihanna,59000000,144,5,Likely to fizzle,149,18923,6472,31867.0,4.983,In love... http://t.co/SZebe61s2a
justinbieber,91000000,148,11,Likely to fizzle,219,58487,53879,166245.0,1.172,Ready?? #SORRY https://t.co/0vOpSTn2BQ
YouTube,60000000,144,29,Limited spread,346,35,2,39.0,0.029,@carpenterjulie6 SMASHING.
shakira,42000000,140,4,Likely to fizzle,140,176,171,518.0,0.215,"VOTE for @KrisThomasMusik http://t.co/sRNIUIvxiH / DOWNLOAD ""I'll be there"" on Itunes: http://t.co/7UgGaaWVH4 ShakHQ htt"
britneyspears,36000000,138,20,Likely to fizzle,258,205,251,707.0,0.185,@Tumblrney that's a really hard question... It depends I guess!
jimmyfallon,42000000,140,7,Likely to fizzle,179,837,220,1277.0,0.572,"Tonight: Anne Hathaway will be here and doing something fun, talk with @MarlonWayans &amp; music from @YusufCatStevens. "
shakira,42000000,140,4,Likely to fizzle,140,1497,675,2847.0,1.184,#London #poster ShakHQ http://t.co/dU9AT9Mipd
britneyspears,36000000,138,4,Likely to fizzle,147,5605,2061,9727.0,2.56,Stopped by to teach these girls again today... They never cease to amaze me! http://t.co/HZ3qysto9e
Twitter,55000000,143,30,Limited spread,345,53,18,89.0,0.085,"@LucindaLikes Welcome, Lucinda! Check out @TwitterFashion for all things 👗 👜 👠 on Twitter!"
ladygaga,64000000,145,4,Likely to fizzle,145,5928,3412,12752.0,1.111,No prescription better than the sun. https://t.co/Yk9dSsOAXi
jtimberlake,41000000,140,4,Likely to fizzle,151,3584,497,4578.0,1.691,Sending some right back atcha!!  https://t.co/M0tR0FdySd
jtimberlake,41000000,140,10,Likely to fizzle,190,4593,983,6559.0,2.422,We made it!!! #JonathanDemme #TIFF16 @Netflix https://t.co/qYF76XKzPl
selenagomez,45000000,141,42,Limited spread,510,547,2018,4583.0,0.251,"Hey Everybody, I just found out I will be presenting at this years Grammy's next weekend!!!!!!"
selenagomez,45000000,141,4,Likely to fizzle,141,1240,3255,7750.0,0.425,My mom is very happy right now haha 2-2 http://twitpic.com/58iudq
ladygaga,64000000,145,13,Likely to fizzle,205,4470,3366,11202.0,0.976,@BlackBoyMiah do i need to understand a pineapple to eat a banana.
Twitter,55000000,143,4,Likely to fizzle,143,593,407,1407.0,1.341,We’ve agreed to acquire @tellapart to accelerate direct response advertising. https://t.co/GygvXRnKpj
katyperry,95000000,149,4,Likely to fizzle,149,7567,4373,16313.0,1.138,S/O to all the people I don't f*ck wit: http://t.co/VD0aajpn5j 👀
KimKardashian,48000000,142,47,Limited spread,572,2436,367,3170.0,0.417,Doing an #innercircle with @MakeupByMario for my app right now! Any questions of us?
BarackObama,78000000,147,4,Likely to fizzle,147,9978,3348,16674.0,4.731,Be thankful today—and don't forget to give back. #HappyThanksgiving https://t.co/0rXUAY3aP1
ddlovato,41000000,140,29,Limited spread,342,11739,6632,25003.0,0.767,@nickjonas I'm so proud of us too. And so proud of you.. Love you nick. #10years #billboard
ArianaGrande,42000000,140,6,Likely to fizzle,169,21972,9641,41254.0,1.028,wow you're cute / we are  https://t.co/HQXkdg3pZE
jimmyfallon,42000000,140,4,Likely to fizzle,140,355,95,545.0,0.244,@KellyRipa @Adele https://t.co/bOAweTMlEG #FallonTonight
YouTube,60000000,144,13,Likely to fizzle,227,257,13,283.0,0.207,@tyleroakley 🚨🚨🚨🚨
cnnbrk,25000000,134,3,Likely to fizzle,134,1353,718,2789.0,2.022,Chibok schoolgirl kidnapped by Boko Haram in 2014 has been found by the Nigerian army. https://t.co/8S5bSMWyIt
shakira,42000000,140,24,Likely to fizzle,304,1935,882,3699.0,1.537,"¡Muchas gracias @Univision por este @PremiosJuventud ""Favorite hit"" para ""Nunca Me Acuerdo De Olvidarte""! ¡Beso! Shak"
ArianaGrande,42000000,140,4,Likely to fizzle,140,52286,17113,86512.0,2.156,♡ ♡ ♡ @billboard @Hot100Fest https://t.co/O9tmUKlh3y
ArianaGrande,42000000,140,33,Limited spread,383,38575,11927,62429.0,1.556,!!!!
ddlovato,41000000,140,4,Likely to fizzle,140,16366,9343,35052.0,1.077,Staying hydrated for the summer 😎 @SparklingICE http://t.co/KIBEuNmFar
rihanna,59000000,144,4,Likely to fizzle,151,1632,2714,7060.0,1.104,PU$$Y x MONEY x W££D #RihPost http://t.co/a0h7dlkgna
TheEllenShow,65000000,145,4,Likely to fizzle,145,28964,9935,48834.0,8.405,This week's #TheTylerOakleyShow has @ShawnMendes! I know how to treat you better. https://t.co/RmwysO2KlM https://t.co/t
Twitter,55000000,143,9,Likely to fizzle,199,72,101,274.0,0.261,Twitter is guest Tweeting from @latingrammys. Get the behind the scenes live from the event. #GrammyLatino
Twitter,55000000,143,4,Likely to fizzle,143,66,17,100.0,0.095,@Gdubyaaa https://t.co/5htDKa4KRc
ArianaGrande,42000000,140,38,Limited spread,469,25806,13312,52430.0,1.307,"actually laughing out loud reading my mentions rn....... love you babies ugh 
""you guys keep me young"" - regina's 
mom"
Cristiano,52000000,142,4,Likely to fizzle,142,594,1015,2624.0,0.579,me and Sergio Ramos with the Fifpro prize. just received it  http://t.co/s9obmRaG
Cristiano,52000000,142,8,Likely to fizzle,177,30381,8462,47305.0,10.436,Happy Father's Day to all daddy's in the world❤️❤️❤️ https://t.co/tnsJWjgOwW
britneyspears,36000000,138,3,Likely to fizzle,138,9556,1905,13366.0,3.502,"Just getting some relaxation in Malibu before the next round of #PieceOfMe shows, courtesy of @Airbnb! 💙 https://t.co/vn"
taylorswift13,83000000,147,4,Likely to fizzle,147,57656,26469,110594.0,3.531,"Coming Home to Mixed Reactions -
A Short Film http://t.co/p8W2TLSPzN"
jtimberlake,41000000,140,13,Likely to fizzle,209,701,855,2411.0,0.89,Take a peek at the new international trailer for #RunnerRunner : http://t.co/VgUA94Uy0u You dig it? -teamJT
jimmyfallon,42000000,140,18,Likely to fizzle,252,1397,286,1969.0,0.882,"Tonight: @Pharrell Williams is here, @RealRomaDowney &amp; @MarkBurnettTV stop by, music from @milkychance &amp; new #Su"
TheEllenShow,65000000,145,15,Likely to fizzle,223,5532,1375,8282.0,1.425,IT’S CAT WEEK! Seriously. I’m not kitten. https://t.co/Q4OOeCCe0K
britneyspears,36000000,138,37,Limited spread,460,255,171,597.0,0.156,@danwootton Ur so sweet! I'm so happy you love the album &amp; It Should Be Easy! &lt;3
jimmyfallon,42000000,140,11,Likely to fizzle,219,4352,750,5852.0,2.623,I am so far behind. #Oscars
BarackObama,78000000,147,4,Likely to fizzle,147,826,524,1874.0,0.531,Add your name: http://t.co/XVlpxmYSoD Tell lawmakers that minimum wage workers shouldn't have to raise a family in pover
rihanna,59000000,144,20,Likely to fizzle,263,6131,6986,20103.0,3.143,Navy thank you for pushing me and allowing me to keep breaking records and making histoRIH along with the greats! Jah ju
jimmyfallon,42000000,140,9,Likely to fizzle,187,651,632,1915.0,0.858,"Tonight: @jtimberlake is back for another #TimberlakeTuesday!! Plus, Orlando Bloom &amp; music from @ElvisCostello &amp;"
Twitter,55000000,143,8,Likely to fizzle,183,233,69,371.0,0.354,@blaksnar Breaking news: we agree! #LoveTwitter https://t.co/VSArqAKL2W
KimKardashian,48000000,142,7,Likely to fizzle,179,15799,1958,19715.0,2.594,My moms Christmas Eve party is legendary! I love creating these memories!  I love my grandma MJ so much. https://t.co/jp
jimmyfallon,42000000,140,25,Limited spread,314,827,275,1377.0,0.617,"Tonight: @tylerperry, @billyeichner, music from @juanes and our first Tonight Show #DoNotRead list!! #FallonTonight"
jimmyfallon,42000000,140,17,Likely to fizzle,226,1284,206,1696.0,0.76,"The @nateruessmusic performance tonight was fantastic. So fun. Not ""Fun."" but fun!! He's the real deal. #FallonTonight"
cnnbrk,25000000,134,3,Likely to fizzle,134,365,212,789.0,0.572,"Threat of government shutdown is over, Democrats say after holding up a funding bill that must pass by midnight. https:/"
KimKardashian,48000000,142,8,Likely to fizzle,186,2558,390,3338.0,0.439,ALL ACCESS: KHLOÉ’S BIRTHDAY PARTY https://t.co/jW5XCRN4cG
justinbieber,91000000,148,24,Likely to fizzle,298,77947,62675,203297.0,1.434,Great times with family today. Thanks to everyone at Disney for being so kind
taylorswift13,83000000,147,12,Likely to fizzle,225,23115,13505,50125.0,1.6,"@alexandergold Go read Gaga's tweet that she sent me a few months ago. It's good love luck.
Because it's not a tweet. "
rihanna,59000000,144,4,Likely to fizzle,144,14753,5700,26153.0,4.089,Ollie wanted his hair like a soccer player http://t.co/SzpJHFpltT
Twitter,55000000,143,4,Likely to fizzle,143,1178,833,2844.0,2.711,"Introducing profile previews on web! Hover over an account's avatar to follow, unfollow or read their bio. http://t.co/1"
YouTube,60000000,144,4,Likely to fizzle,144,2195,463,3121.0,2.286,A bag of oobleck gets blown to bits. https://t.co/tblNMjmqEH https://t.co/yaCaqq5hI9
TheEllenShow,65000000,145,13,Likely to fizzle,213,3160,581,4322.0,0.743,I’ve heard wonderful things about your appearance.  https://t.co/Z4n1RheBip
TheEllenShow,65000000,145,4,Likely to fizzle,145,8352,3291,14934.0,2.57,#MondayMotivation http://t.co/kEqRgr7j1k
ArianaGrande,42000000,140,17,Likely to fizzle,257,53862,25887,105636.0,2.633,forever
TheEllenShow,65000000,145,9,Likely to fizzle,193,5453,1187,7827.0,1.347,Happy Pride Month! 🌈 https://t.co/vr3RT7t1iV
instagram,45000000,141,4,Likely to fizzle,151,1596,311,2218.0,1.628,Huddle up! Join #SB50 fans on Instagram now https://t.co/Qe6gMdn0Ux
jimmyfallon,42000000,140,4,Likely to fizzle,140,1780,397,2574.0,1.154,Had a good time talking to Harrison Ford last night. The Han Solo figure not so much. https://t.co/uQs1CrF0dz #StarWars 
ArianaGrande,42000000,140,6,Likely to fizzle,167,23449,8130,39709.0,0.989,"#HairsprayLive soundtrack is out now !!!!!!!! 📺 
https://t.co/FC3PqTjxHE"
jtimberlake,41000000,140,4,Likely to fizzle,140,26,65,156.0,0.058,"#Freakyfriday : quirky interview w. Edward Sharpe & the Magnetic Zeros. If you DON'T know (em), now you know. http://bit"
ladygaga,64000000,145,19,Likely to fizzle,262,1508,860,3228.0,0.281,"@RollingStone meant to not capitalize the composers name, no bother, just wanted to make sure you knew ahbez wanted his "
britneyspears,36000000,138,27,Limited spread,317,465,113,691.0,0.181,@iamchen_ awwww thank you so much ❤️
jtimberlake,41000000,140,4,Likely to fizzle,140,2029,471,2971.0,1.097,"Please make a video of this... 🏆‼️

#CantStopTheFeeling  https://t.co/AdNxwkx3xP"
cnnbrk,25000000,134,4,Likely to fizzle,134,202,266,734.0,0.532,"8 Turkish police officers killed, 45 hurt in explosion in Cizre, state-run news agency says. https://t.co/iEqAoQlcf6 htt"
Cristiano,52000000,142,4,Likely to fizzle,142,85,434,953.0,0.21,"Olá! Thanks for the support... 
http://bit.ly/9oJn7n #POR #worldcup"
britneyspears,36000000,138,25,Limited spread,311,375,123,621.0,0.163,@Lys022 😘😘
ddlovato,41000000,140,4,Likely to fizzle,140,5245,3911,13067.0,0.401,@avoyermagyan and @jillpowellglam killed it yesterday 🍒❤️🌴👠 #COOLFORTHESUMMER https://t.co/Ey2s1RWf4U
rihanna,59000000,144,13,Likely to fizzle,208,1562,1343,4248.0,0.664,#OKLAHOMACITY Tonight is all about YOU!!! #DiamondsWorldTour http://t.co/RFcDWI4oFE
rihanna,59000000,144,4,Likely to fizzle,144,1399,3012,7423.0,1.161,#BIRTHDAYbehavior http://t.co/TuVk1nhJ
katyperry,95000000,149,14,Likely to fizzle,219,6288,3111,12510.0,0.872,KONNIE MCPERRY 😍“@BonnieMcKee: Well lookie what I found!! #THISISHOWWEDO #KonnieMcPerry http://t.co/oZ6LhrPlzZ”
BarackObama,78000000,147,4,Likely to fizzle,147,1800,805,3410.0,0.967,President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh
YouTube,60000000,144,4,Likely to fizzle,144,1326,241,1808.0,1.325,Swing your iPhone ‘round and ‘round. https://t.co/KwnOwYjcHf https://t.co/r1cbC8WqmR
instagram,45000000,141,4,Likely to fizzle,152,555,120,795.0,0.583,"“#MyStory is about imagination, agility and love.” —GIMICO
https://t.co/Ebh9kLMqMu"
ladygaga,64000000,145,34,Limited spread,381,3500,1217,5934.0,0.517,@jadelizroper you are a warrior thank you #TilItHappensToYou
shakira,42000000,140,9,Likely to fizzle,179,611,386,1383.0,0.573,.@Its_Pema poverty is perpetuated by the lack of opportunities like universal access to quality ed. Education is a birth
instagram,45000000,141,28,Limited spread,347,2932,647,4226.0,3.103,"“I try to photograph things that you can eat with your eyes, through the colors, with my style.” —@CocinadCarolina"
YouTube,60000000,144,4,Likely to fizzle,144,647,99,845.0,0.619,"Can someone pls tell us what’s going on in the new @KingsOfLeon vid, thx. https://t.co/jxd6HpfI1O https://t.co/ueteuK5U3"
rihanna,59000000,144,9,Likely to fizzle,191,1378,1104,3586.0,0.56,"If you're not HERE with us right now, you need to come join us at http://t.co/02gUfWr4c7 !!!… http://t.co/fIwJ0ezxOC"
KimKardashian,48000000,142,5,Likely to fizzle,153,2772,489,3750.0,0.493,"Just went LIVE with the new https://t.co/pZbRIr0IQx! Check out the new features, including a collection I curated. https"
taylorswift13,83000000,147,25,Limited spread,310,1371,3850,9071.0,0.289,I had one of the most magical nights with my friends tonight! Hopping on a redeye to play our last 2 shows at Madison Sq
taylorswift13,83000000,147,20,Likely to fizzle,273,8015,6430,20875.0,0.666,"Tonight at Staples was an absolute DREAM. @SaraBareilles came out to sing 'Brave', one of my favorite songs. And she com"
